Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
1338, Tukiso MOTLOMELO, 25 FEB 1996, LES, 966," 12 MAR 2023"""," ""Durban International Marathon 10K",10 Kilometres Road
1339, Bangliu ZHANG, 15 JAN 2003, CHN, 966," 31 DEC 2023"""," ""831""",5 Kilometres Road
1339, Bangliu ZHANG, 15 JAN 2003, CHN, 966," 16 JUL 2023"""," ""803""",Marathon
1339, Bangliu ZHANG, 15 JAN 2003, CHN, 966," 16 APR 2023"""," ""941""",Marathon
1340, Vincent CASTERMANS, 10 DEC 1990, BEL, 966," 03 DEC 2023"""," ""810""",Marathon
1340, Vincent CASTERMANS, 10 DEC 1990, BEL, 966," 16 APR 2023"""," ""989""",Marathon
1340, Vincent CASTERMANS, 10 DEC 1990, BEL, 966," 26 FEB 2023"""," ""Belgian Cross Country Championships",Cross Country
1341, Hagos GEBREMESKEL, 14 APR 1998, ETH, 966," 31 DEC 2023"""," ""970""",Marathon
1342, Brendan MARTIN, 21 MAR 1989, USA, 965," 24 SEP 2023"""," ""1042""",Marathon
1342, Brendan MARTIN, 21 MAR 1989, USA, 965," 28 APR 2023"""," ""880""",5000 Metres
1342, Brendan MARTIN, 21 MAR 1989, USA, 965," 15 JAN 2023"""," ""994""",Half Marathon
1343, Daichi ATSURA, 14 JUL 1999, JPN, 965," 21 MAY 2023"""," ""853""",5000 Metres
1344, Patrick RODDY, 20 SEP 1994, GBR, 965," 03 DEC 2023"""," ""1015""",Marathon
1344, Patrick RODDY, 20 SEP 1994, GBR, 965," 15 JAN 2023"""," ""871""",10 Kilometres Road
1345, Zhijin WU, , CHN, 965," 17 DEC 2023"""," ""993""",Marathon
1345, Zhijin WU, , CHN, 965," 22 OCT 2023"""," ""923""",Marathon
1345, Zhijin WU, , CHN, 965," 12 MAR 2023"""," ""844""",Half Marathon
1346, David GÄRTLEIN, 1992, GER, 964," 08 OCT 2023"""," ""926""",Marathon
1346, David GÄRTLEIN, 1992, GER, 964," 17 SEP 2023"""," ""890""",Half Marathon
1346, David GÄRTLEIN, 1992, GER, 964," 23 APR 2023"""," ""900""",Marathon
1346, David GÄRTLEIN, 1992, GER, 964," 02 APR 2023"""," ""894""",Half Marathon
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 18 NOV 2023"""," ""829""",10 Kilometres Road
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 05 NOV 2023"""," ""953""",Marathon
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 01 OCT 2023"""," ""834""",10 Kilometres Road
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 27 AUG 2023"""," ""973""",Half Marathon
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 02 APR 2023"""," ""10km Mercedes",10 Kilometres Road
1347, Roberto UMPIERREZ, 05 JAN 1986, URU, 964," 07 JAN 2023"""," ""770""",10 Kilometres Road
1348, Fetene ALEMU REGASA, 11 SEP 1992, ETH, 963," 17 DEC 2023"""," ""895""",Half Marathon
1348, Fetene ALEMU REGASA, 11 SEP 1992, ETH, 963," 10 DEC 2023"""," ""1009""",Marathon
1348, Fetene ALEMU REGASA, 11 SEP 1992, ETH, 963," 05 NOV 2023"""," ""843""",Marathon
1348, Fetene ALEMU REGASA, 11 SEP 1992, ETH, 963," 10 SEP 2023"""," ""772""",Half Marathon
1348, Fetene ALEMU REGASA, 11 SEP 1992, ETH, 963," 07 MAY 2023"""," ""917""",Marathon
1349, Zongmao LIU, 08 MAY 2001, CHN, 963," 29 OCT 2023"""," ""917""",Marathon
1349, Zongmao LIU, 08 MAY 2001, CHN, 963, 31:00.04 ," ""CHN""",10
1349, Zongmao LIU, 08 MAY 2001, CHN, 963," 09 MAY 2023"""," ""858""",5000 Metres
1350, Cristobal GUTIERREZ, 13 SEP 1992, USA, 963," 03 DEC 2023"""," ""998""",Marathon
1350, Cristobal GUTIERREZ, 13 SEP 1992, USA, 963," 17 APR 2023"""," ""929""",Marathon
1350, Cristobal GUTIERREZ, 13 SEP 1992, USA, 963," 25 MAR 2023"""," ""903""",Half Marathon
1351, Dylan VOET, 1993, BEL, 963," 16 APR 2023"""," ""930""",Marathon
1351, Dylan VOET, 1993, BEL, 963," 19 MAR 2023"""," ""891""",Half Marathon
1352, Jianhua PENG, 18 DEC 1996, CHN, 963," 04 NOV 2023"""," ""869""",Half Marathon
1352, Jianhua PENG, 18 DEC 1996, CHN, 963," 24 SEP 2023"""," ""938""",Marathon
1352, Jianhua PENG, 18 DEC 1996, CHN, 963," 26 APR 2023"""," ""2nd National Grand Prix",5000 Metres
1352, Jianhua PENG, 18 DEC 1996, CHN, 963," 16 APR 2023"""," ""989""",Half Marathon
1352, Jianhua PENG, 18 DEC 1996, CHN, 963," 19 MAR 2023"""," ""1160""",Marathon
1353, Said AMEKRANE, , MAR, 963," 05 NOV 2023"""," ""948""",Marathon
1353, Said AMEKRANE, , MAR, 963," 22 OCT 2023"""," ""978""",Half Marathon
1353, Said AMEKRANE, , MAR, 963," 08 OCT 2023"""," ""887""",Half Marathon
1353, Said AMEKRANE, , MAR, 963," 10 JUN 2023"""," ""948""",5000 Metres
1353, Said AMEKRANE, , MAR, 963," 12 MAR 2023"""," ""966""",Half Marathon
1353, Mansour BAYAT, 23 DEC 1995, IRI, 963," 11 NOV 2023"""," ""978""",Half Marathon
1353, Mansour BAYAT, 23 DEC 1995, IRI, 963," 16 OCT 2023"""," ""National League Clubs - Final Leg",Half Marathon
1353, Mansour BAYAT, 23 DEC 1995, IRI, 963," 21 AUG 2023"""," ""806""",5000 Metres
1355, Roberto BUENO LOSADA, 23 MAY 1977, ESP, 963," 14 MAY 2023"""," ""828""",Half Marathon
1355, Roberto BUENO LOSADA, 23 MAY 1977, ESP, 963," 16 APR 2023"""," ""955""",Marathon
1356, Daniel VASSALLO, 28 APR 1985, USA, 962," 14 OCT 2023"""," ""1037""",Marathon
1357, Dennis LICHT, 30 MAY 1984, NED, 962," 15 OCT 2023"""," ""901""",Marathon
1357, Dennis LICHT, 30 MAY 1984, NED, 962," 17 SEP 2023"""," ""1007""",10 Miles Road
1357, Dennis LICHT, 30 MAY 1984, NED, 962," 16 APR 2023"""," ""1010""",Marathon
1357, Dennis LICHT, 30 MAY 1984, NED, 962," 05 MAR 2023"""," ""879""",Marathon
1357, Dennis LICHT, 30 MAY 1984, NED, 962," 12 FEB 2023"""," ""989""",10 Kilometres Road
1358, Blair MORGAN, 29 MAY 1993, CAN, 962," 28 MAY 2023"""," ""1003""",Marathon
1358, Blair MORGAN, 29 MAY 1993, CAN, 962," 11 FEB 2023"""," ""1030""",5000 Metres Short Track
1359, Tianxiang CAO, 08 DEC 1993, CHN, 962," 19 NOV 2023"""," ""2023 Hefei Marathon",Marathon
1359, Tianxiang CAO, 08 DEC 1993, CHN, 962," 18 NOV 2023"""," ""Yiwu Half Marathon",Half Marathon
1359, Tianxiang CAO, 08 DEC 1993, CHN, 962," 22 APR 2023"""," ""999""",Marathon
1360, Shinichiro NAKAMURA, 14 APR 1993, JPN, 961, 27:54.93 ," ""JPN""",10
1360, Shinichiro NAKAMURA, 14 APR 1993, JPN, 961," 08 JUL 2023"""," ""1012""",5000 Metres
1360, Shinichiro NAKAMURA, 14 APR 1993, JPN, 961," 04 MAY 2023"""," ""1085""",5000 Metres
1360, Shinichiro NAKAMURA, 14 APR 1993, JPN, 961," 29 JAN 2023"""," ""1053""",Half Marathon
1361, Lei REN, 03 JAN 2004, CHN, 961," 22 SEP 2024"""," ""997""",Marathon
1361, Lei REN, 03 JAN 2004, CHN, 961," 25 FEB 2024"""," ""925""",Half Marathon
1362, Tae-jin KIM, 27 OCT 1995, KOR, 961," 29 OCT 2023"""," ""920""",Marathon
1362, Tae-jin KIM, 27 OCT 1995, KOR, 961, 30:10.56 ," ""KOR""",10
1362, Tae-jin KIM, 27 OCT 1995, KOR, 961," 15 OCT 2023"""," ""805""",5000 Metres
1362, Tae-jin KIM, 27 OCT 1995, KOR, 961, 30:31.34 ," ""KOR""",10
1363, Gregor YATES, 16 MAR 1984, GBR, 961," 29 SEP 2024"""," ""942""",Marathon
1363, Gregor YATES, 16 MAR 1984, GBR, 961," 03 MAR 2024"""," ""980""",Marathon
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 31 DEC 2023"""," ""826""",10 Kilometres Road
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 01 OCT 2023"""," ""925""",Half Marathon
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 17 SEP 2023"""," ""970""",Half Marathon
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 17 AUG 2023"""," ""BMW Havneløbet",10 Kilometres Road
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 14 MAY 2023"""," ""925""",Marathon
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 22 APR 2023"""," ""907""",10 Kilometres Road
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 05 MAR 2023"""," ""882""",Half Marathon
1364, Christian Birch OKKELS, 24 DEC 1989, DEN, 961," 19 FEB 2023"""," ""1013""",Half Marathon
1365, Chikashi IKEDA, 13 APR 2000, JPN, 961," 23 APR 2023"""," ""886""",Marathon
1365, Chikashi IKEDA, 13 APR 2000, JPN, 961," 05 MAR 2023"""," ""976""",Marathon
1366, Marco Antonio MARTINEZ SALVADOR, , MEX, 960," 10 DEC 2023"""," ""1007""",Marathon
1366, Marco Antonio MARTINEZ SALVADOR, , MEX, 960," 26 NOV 2023"""," ""914""",Marathon
1366, Marco Antonio MARTINEZ SALVADOR, , MEX, 960," 05 MAR 2023"""," ""1017""",Marathon
1367, Peilin WANG, 11 NOV 1998, CHN, 960," 31 DEC 2023"""," ""886""",Half Marathon
1367, Peilin WANG, 11 NOV 1998, CHN, 960," 18 NOV 2023"""," ""Yiwu Half Marathon",Half Marathon
1367, Peilin WANG, 11 NOV 1998, CHN, 960," 22 APR 2023"""," ""996""",Marathon
1367, Peilin WANG, 11 NOV 1998, CHN, 960," 12 MAR 2023"""," ""965""",Half Marathon
1368, Maxime PERRINEAU, 29 JAN 1994, FRA, 960," 15 OCT 2023"""," ""931""",Marathon
1368, Maxime PERRINEAU, 29 JAN 1994, FRA, 960," 24 SEP 2023"""," ""986""",Half Marathon
1368, Maxime PERRINEAU, 29 JAN 1994, FRA, 960," 24 JUN 2023"""," ""1000""",5000 Metres
1368, Maxime PERRINEAU, 29 JAN 1994, FRA, 960," 10 JUN 2023"""," ""925""",5000 Metres
1369, Joilson Bernardo DA SILVA, 29 AUG 1987, BRA, 960," 24 SEP 2023"""," ""838""",Half Marathon
1369, Joilson Bernardo DA SILVA, 29 AUG 1987, BRA, 960," 06 AUG 2023"""," ""Brazilia Road Running Championships",Half Marathon
1369, Joilson Bernardo DA SILVA, 29 AUG 1987, BRA, 960," 19 FEB 2023"""," ""1078""",Marathon
1370, Jesse DAVIS, 14 NOV 1981, USA, 960," 17 JUN 2023"""," ""986""",Marathon
1371, Gustavo FERNANDEZ, 07 JAN 1988, ARG, 960," 30 JUN 2024"""," ""945""",Marathon
1371, Gustavo FERNANDEZ, 07 JAN 1988, ARG, 960," 12 MAY 2024"""," ""970""",Half Marathon
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 24 NOV 2023"""," ""Czech Cross Country Championships",Cross Country
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 08 OCT 2023"""," ""856""",Half Marathon
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 24 SEP 2023"""," ""Czech 10km Championships",10 Kilometres Road
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 03 SEP 2023"""," ""874""",5000 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 05 AUG 2023"""," ""967""",10 Kilometres Road
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 29 JUL 2023"""," ""914""",5000 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 27 JUN 2023"""," ""931""",1500 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 17 JUN 2023"""," ""876""",Half Marathon
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 27 MAY 2023"""," ""889""",1500 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 27 MAY 2023"""," ""885""",5000 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 20 MAY 2023"""," ""864""",Half Marathon
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 14 MAY 2023"""," ""990""",3000 Metres
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 01 APR 2023"""," ""968""",Half Marathon
1372, Patrik VEBR, 19 NOV 1998, CZE, 960," 15 JAN 2023"""," ""954""",10 Kilometres Road
1373, Kotaro MOTONAGA, 31 JUL 2000, JPN, 960," 03 DEC 2023"""," ""957""",Marathon
1373, Kotaro MOTONAGA, 31 JUL 2000, JPN, 960, DNF ," ""JPN""",10
1373, Kotaro MOTONAGA, 31 JUL 2000, JPN, 960," 20 MAY 2023"""," ""815""",5000 Metres
1373, Kotaro MOTONAGA, 31 JUL 2000, JPN, 960, 30:41.67 ," ""JPN""",10
1374, Jesus NAVA, 1997, MEX, 959," 26 NOV 2023"""," ""1003""",Marathon
1374, Jesus NAVA, 1997, MEX, 959," 13 AUG 2023"""," ""967""",10 Kilometres Road
1374, Jesus NAVA, 1997, MEX, 959," 16 JUL 2023"""," ""Medio Maratón de la Ciudad de México",Half Marathon
1374, Jesus NAVA, 1997, MEX, 959," 21 MAY 2023"""," ""761""",5000 Metres
1374, Jesus NAVA, 1997, MEX, 959, 30:52.94 ," ""MEX""",10
1374, Jesus NAVA, 1997, MEX, 959," 26 FEB 2023"""," ""986""",Half Marathon
1375, Miguel MORONE, 28 MAR 1983, BRA, 959," 24 SEP 2023"""," ""1004""",Marathon
1375, Miguel MORONE, 28 MAR 1983, BRA, 959," 02 JUL 2023"""," ""Asics Golden Run",Half Marathon
1375, Miguel MORONE, 28 MAR 1983, BRA, 959," 17 APR 2023"""," ""833""",Marathon
1376, Titus KIRWA, 1991, KEN, 959," 04 JUN 2023"""," ""1001""",Marathon
1376, Titus KIRWA, 1991, KEN, 959," 16 APR 2023"""," ""914""",Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 03 DEC 2023"""," ""899""",Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 22 OCT 2023"""," ""915""",Half Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 05 JUL 2023"""," ""905""",5000 Metres
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 10 JUN 2023"""," ""919""",3000 Metres
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 14 MAY 2023"""," ""874""",Half Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959, 30:12.21 ," ""ESP""",10
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 19 FEB 2023"""," ""975""",Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 29 JAN 2023"""," ""Spanish Cross Country Championships",Cross Country
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 22 JAN 2023"""," ""964""",Half Marathon
1377, Luis AGUSTIN, 11 SEP 1991, ESP, 959," 15 JAN 2023"""," ""956""",10 Kilometres Road
1378, Esteban TRUJILLO, , USA, 959," 08 OCT 2023"""," ""981""",Marathon
1378, Esteban TRUJILLO, , USA, 959," 17 APR 2023"""," ""937""",Marathon
1379, Fujun HE, 26 JUN 1991, CHN, 959," 24 DEC 2023"""," ""Guangzhou Huangpu Marathon",Marathon
1379, Fujun HE, 26 JUN 1991, CHN, 959," 03 DEC 2023"""," ""969""",Marathon
1379, Fujun HE, 26 JUN 1991, CHN, 959," 12 NOV 2023"""," ""910""",Marathon
1379, Fujun HE, 26 JUN 1991, CHN, 959," 19 MAR 2023"""," ""911""",Marathon
1380, Elisha KIMUTAI, , KEN, 959," 23 JUL 2023"""," ""953""",Marathon
1381, Zachary HERRIOTT, , USA, 958," 05 NOV 2023"""," ""886""",Marathon
1381, Zachary HERRIOTT, , USA, 958," 17 JUN 2023"""," ""1030""",Half Marathon
1381, Zachary HERRIOTT, , USA, 958," 02 APR 2023"""," ""990""",10 Miles Road
1382, Youssef BOUISSANE, 14 MAR 1994, MAR, 958," 30 APR 2023"""," ""899""",Marathon
1382, Youssef BOUISSANE, 14 MAR 1994, MAR, 958," 12 MAR 2023"""," ""Runners Lab Half Marathon Ghent",Half Marathon
1383, Shinya DOBASHI, 13 JUN 1991, JPN, 958," 02 JUL 2023"""," ""913""",Marathon
1384, Zachary ORNELAS, 15 JUL 1991, USA, 958," 17 APR 2023"""," ""979""",Marathon
1384, Zachary ORNELAS, 15 JUL 1991, USA, 958," 19 MAR 2023"""," ""909""",Half Marathon
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 19 NOV 2023"""," ""819""",15 Kilometres Road
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 08 OCT 2023"""," ""945""",Marathon
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 24 SEP 2023"""," ""878""",10 Miles Road
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 03 SEP 2023"""," ""889""",10 Kilometres Road
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 15 JUL 2023"""," ""802""",3000 Metres
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 02 JUL 2023"""," ""798""",5000 Metres
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 16 APR 2023"""," ""972""",Marathon
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 26 MAR 2023"""," ""880""",Half Marathon
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 12 MAR 2023"""," ""895""",Half Marathon
1385, Dennis DE FREYTAS, 04 NOV 1990, NED, 958," 12 FEB 2023"""," ""866""",10 Kilometres Road
1386, Alfonso MENDOZA, , ESP, 957," 31 DEC 2023"""," ""854""",10 Kilometres Road
1386, Alfonso MENDOZA, , ESP, 957," 29 OCT 2023"""," ""867""",Half Marathon
1386, Alfonso MENDOZA, , ESP, 957," 15 APR 2023"""," ""786""",10 Kilometres Road
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 01 OCT 2023"""," ""Russian Half Marathon Championships",Half Marathon
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 17 SEP 2023"""," ""993""",Marathon
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 06 AUG 2023"""," ""940""",10 Kilometres Road
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 11 JUN 2023"""," ""White Nights Marathon 10K",10 Kilometres Road
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 14 MAY 2023"""," ""921""",Marathon
1387, Artur BURTSEV, 23 APR 1988, RUS, 957," 08 FEB 2023"""," ""945""",Mile Short Track
1388, Jumpei KATO, 02 MAY 1998, JPN, 957," 03 DEC 2023"""," ""926""",Marathon
1388, Jumpei KATO, 02 MAY 1998, JPN, 957," 19 FEB 2023"""," ""980""",Marathon
1389, Julian GROßKOPF, 01 FEB 2000, GER, 957," 29 OCT 2023"""," ""981""",Marathon
1389, Julian GROßKOPF, 01 FEB 2000, GER, 957," 01 OCT 2023"""," ""Köln Half Marathon",Half Marathon
1389, Julian GROßKOPF, 01 FEB 2000, GER, 957," 10 SEP 2023"""," ""846""",10 Kilometres Road
1389, Julian GROßKOPF, 01 FEB 2000, GER, 957," 12 JUL 2023"""," ""832""",1500 Metres
1390, Tom MIDDLETON, 24 JUN 1986, AUS, 957," 15 OCT 2023"""," ""976""",Marathon
1390, Tom MIDDLETON, 24 JUN 1986, AUS, 957," 01 JUL 2023"""," ""859""",Half Marathon
1391, Luis FIGUEROA, 10 OCT 1989, ESP, 957," 16 APR 2023"""," ""936""",Marathon
1392, Matthew WALKER, 07 MAY 1993, USA, 957," 03 DEC 2023"""," ""960""",Marathon
1392, Matthew WALKER, 07 MAY 1993, USA, 957," 17 JUN 2023"""," ""955""",Marathon
1392, Matthew WALKER, 07 MAY 1993, USA, 957," 25 MAR 2023"""," ""958""",Half Marathon
1393, Abraham KIPTUM, 15 SEP 1989, KEN, 956," 31 DEC 2023"""," ""909""",Marathon
1394, Iván HERNÁNDEZ, 30 AUG 1991, ESP, 956," 26 AUG 2023"""," ""Carrera Nocturna Alcaldesa de Aguilas",10 Kilometres Road
1395, Charles SANDISON, , GBR, 956," 27 AUG 2023"""," ""915""",Half Marathon
1396, Jesus GONZALEZ, 1989, ESP, 956," 19 NOV 2023"""," ""855""",Marathon
1396, Jesus GONZALEZ, 1989, ESP, 956," 08 OCT 2023"""," ""922""",Marathon
1396, Jesus GONZALEZ, 1989, ESP, 956," 14 MAY 2023"""," ""921""",Marathon
1397, Anton TISHAKIN, , RUS, 956," 03 DEC 2023"""," ""937""",Marathon
1397, Anton TISHAKIN, , RUS, 956," 05 NOV 2023"""," ""976""",Marathon
1397, Anton TISHAKIN, , RUS, 956," 24 SEP 2023"""," ""926""",10 Kilometres Road
1397, Anton TISHAKIN, , RUS, 956," 17 SEP 2023"""," ""911""",Half Marathon
1397, Anton TISHAKIN, , RUS, 956, 30:12.36 ," ""POR""",10
1398, Luis Carlos RIVERO, 23 FEB 1986, GUA, 956," 24 SEP 2023"""," ""927""",Marathon
1398, Luis Carlos RIVERO, 23 FEB 1986, GUA, 956," 17 APR 2023"""," ""832""",Marathon
1399, Jason SIMPSON, , USA, 956," 14 OCT 2023"""," ""941""",Marathon
1399, Jason SIMPSON, , USA, 956," 17 JUN 2023"""," ""972""",Marathon
1399, Jason SIMPSON, , USA, 956," 15 JAN 2023"""," ""799""",Half Marathon
1400, Mason JONES, , USA, 956," 03 FEB 2024"""," ""970""",Marathon
1400, Mason JONES, , USA, 956," 14 JAN 2024"""," ""942""",Half Marathon
1401, Yavuz AĞRALI, 09 APR 1992, TUR, 956," 17 DEC 2023"""," ""890""",Half Marathon
1401, Yavuz AĞRALI, 09 APR 1992, TUR, 956," 10 DEC 2023"""," ""968""",Marathon
1401, Yavuz AĞRALI, 09 APR 1992, TUR, 956," 12 NOV 2023"""," ""915""",Marathon
1401, Yavuz AĞRALI, 09 APR 1992, TUR, 956," 08 OCT 2023"""," ""801""",Half Marathon
1401, Yavuz AĞRALI, 09 APR 1992, TUR, 956," 19 MAR 2023"""," ""1021""",Marathon
1402, Andrey YANOVICH, 11 JAN 1994, RUS, 955," 01 OCT 2023"""," ""Russian Half Marathon Championships",Half Marathon
1402, Andrey YANOVICH, 11 JAN 1994, RUS, 955," 14 MAY 2023"""," ""899""",Half Marathon
1403, Matthew DICKINSON, 12 MAR 1996, GBR, 955," 27 AUG 2023"""," ""901""",Half Marathon
1403, Matthew DICKINSON, 12 MAR 1996, GBR, 955," 23 APR 2023"""," ""1009""",Marathon
1404, Benjamin NGANDU, 21 MAR 1990, KEN, 955," 17 SEP 2023"""," ""894""",Marathon
1404, Benjamin NGANDU, 21 MAR 1990, KEN, 955," 27 AUG 2023"""," ""905""",Marathon
1404, Benjamin NGANDU, 21 MAR 1990, KEN, 955," 05 MAR 2023"""," ""Tokyo Marathon",Marathon
1404, Benjamin NGANDU, 21 MAR 1990, KEN, 955," 05 MAR 2023"""," ""997""",Marathon
1405, Elvis TAU, 01 JUN 1996, RSA, 955," 03 JUN 2023"""," ""912""",Half Marathon
1405, Elvis TAU, 01 JUN 1996, RSA, 955," 12 MAR 2023"""," ""853""",Marathon
1406, Noel ADRIEN, 06 OCT 1995, BEL, 955," 03 DEC 2023"""," ""990""",Marathon
1406, Noel ADRIEN, 06 OCT 1995, BEL, 955," 22 OCT 2023"""," ""920""",Half Marathon
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955," 22 OCT 2023"""," ""798""",Marathon
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955," 05 OCT 2023"""," ""987""",Marathon
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955, 31:39.75 ," ""THA""",10
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955," 02 JUL 2023"""," ""923""",Marathon
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955, 31:53.52 ," ""CAM""",10
1407, Agus PRAYOGO, 23 AUG 1985, INA, 955," 06 MAY 2023"""," ""Southeast Asian Games",Marathon
1408, Juho YLINEN, 28 OCT 1997, FIN, 955," 14 OCT 2023"""," ""955""",Marathon
1408, Juho YLINEN, 28 OCT 1997, FIN, 955, 30:34.49 ," ""FIN""",10
1408, Juho YLINEN, 28 OCT 1997, FIN, 955, 31:03.07 ," ""FIN""",10
1408, Juho YLINEN, 28 OCT 1997, FIN, 955," 15 APR 2023"""," ""923""",Half Marathon
1409, Hoshiki TANI, 30 JUN 1994, JPN, 955," 19 NOV 2023"""," ""974""",Marathon
1409, Hoshiki TANI, 30 JUN 1994, JPN, 955," 23 APR 2023"""," ""880""",Half Marathon
1409, Hoshiki TANI, 30 JUN 1994, JPN, 955," 26 FEB 2023"""," ""966""",Marathon
1410, Pierre CARON, 1996, FRA, 955," 03 DEC 2023"""," ""943""",Marathon
1410, Pierre CARON, 1996, FRA, 955," 08 OCT 2023"""," ""904""",20 Kilometres Road
1410, Pierre CARON, 1996, FRA, 955," 11 JUN 2023"""," ""812""",10 Kilometres Road
1410, Pierre CARON, 1996, FRA, 955," 21 MAY 2023"""," ""825""",3000 Metres
1410, Pierre CARON, 1996, FRA, 955," 06 MAY 2023"""," ""824""",3000 Metres
1411, Takashi KONO, 27 APR 1983, JPN, 955," 05 MAR 2023"""," ""780""",Marathon
1412, Hicham KABIR, 28 FEB 1997, ITA, 955," 26 NOV 2023"""," ""959""",Marathon
1412, Hicham KABIR, 28 FEB 1997, ITA, 955," 22 OCT 2023"""," ""907""",Marathon
1412, Hicham KABIR, 28 FEB 1997, ITA, 955," 28 JUN 2023"""," ""804""",1500 Metres
1412, Hicham KABIR, 28 FEB 1997, ITA, 955," 17 MAY 2023"""," ""846""",3000 Metres
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954," 03 SEP 2023"""," ""882""",Half Marathon
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954, 31:15.77 ," ""RUS""",10
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954," 28 MAY 2023"""," ""870""",Half Marathon
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954," 14 MAY 2023"""," ""1009""",Marathon
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954," 05 MAR 2023"""," ""988""",5000 Metres Short Track
1413, Aleksey POLTANOV, 11 OCT 1989, RUS, 954," 03 MAR 2023"""," ""1019""",3000 Metres Short Track
1414, Arne AGTEN, 01 MAR 1995, BEL, 954," 29 OCT 2023"""," ""1010""",Marathon
1414, Arne AGTEN, 01 MAR 1995, BEL, 954," 16 APR 2023"""," ""898""",Marathon
1414, Arne AGTEN, 01 MAR 1995, BEL, 954," 02 APR 2023"""," ""899""",10 Kilometres Road
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 03 DEC 2023"""," ""Fukuoka International Marathon",Marathon
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 15 OCT 2023"""," ""929""",Half Marathon
1415, Yudai NITTA, 10 DEC 2000, JPN, 954, 30:58.13 ," ""JPN""",10
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 14 MAY 2023"""," ""838""",5000 Metres
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 23 APR 2023"""," ""928""",Marathon
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 26 FEB 2023"""," ""957""",Marathon
1415, Yudai NITTA, 10 DEC 2000, JPN, 954," 05 FEB 2023"""," ""1006""",Marathon
