Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List
1837,Takamasa KAYA,10 APR 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,904,Marathon
1838,Rodrigo MACHADO,21 FEB 1992,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,904,Marathon [Half Marathon]
1839,Richard HO,,USA,https://media.aws.iaaf.org/Flags/USA.gif,903,Marathon [Half Marathon]
1840,Roberto Carlos TREJO,05 JUL 1980,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,903,Marathon [Half Marathon]
1841,Ismail SSENYANGE,28 NOV 1986,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,903,Marathon [Half Marathon]
1842,Gerardo HARO,14 DEC 1981,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,903,Marathon [Half Marathon]
1843,Tristan HUMBLET,18 AUG 1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,903,Marathon [Half Marathon]
1844,Hiroki KAMADA,08 JUL 1986,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,903,Marathon
1845,Brett LUSTGARTEN,30 NOV 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,902,Marathon [Half Marathon]
1846,Daniel ŻOCHOWSKI,06 JAN 1997,POL,https://media.aws.iaaf.org/Flags/POL.gif,902,Marathon [Half Marathon]
1847,Kentaro TERADA,11 JAN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,902,Marathon
1848,Nick EARL,22 SEP 1984,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon [Half Marathon]
1849,Piera Niillas TOBIASSEN,1992,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,902,Marathon [Half Marathon]
1850,Tyler BUTTERFIELD,1983,BER,https://media.aws.iaaf.org/Flags/BER.gif,902,Marathon
1851,Simon STÜTZEL,28 NOV 1986,GER,https://media.aws.iaaf.org/Flags/GER.gif,902,Marathon
1852,Thomas CHARLES,18 FEB 1984,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon [Half Marathon]
1853,Masashi AIBA,03 MAY 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,902,Marathon
1854,Peter MACKRELL,09 JAN 1982,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,902,Marathon
1855,Haidong WU,12 OCT 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,902,Marathon [Half Marathon]
1856,Hosea KIPKEMBOI,01 OCT 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,901,Marathon [Half Marathon]
1857,Joni HIRVIKALLIO,11 SEP 1990,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,901,Marathon [Half Marathon]
1858,John BINZAK,23 MAY 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,901,Marathon [Half Marathon]
1859,Luke TRIMBLE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,901,Marathon
1860,Fausto ALONSO,28 SEP 1996,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,901,Marathon [Half Marathon]
1861,Giovani DOS SANTOS,01 JUL 1981,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,900,Marathon [Half Marathon]
1862,Haile BEKUMA,14 MAR 1990,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,900,Marathon [Half Marathon]
1863,Sora YOSHINO,29 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,900,Marathon
1864,Simon BONG,1997,GER,https://media.aws.iaaf.org/Flags/GER.gif,900,Marathon [Half Marathon]
1865,Luis QUESADA,,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,900,Marathon
1866,Kevin LEWIS,10 JUL 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,899,Marathon [Half Marathon]
1867,Guangyue REN,22 JUL 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,899,Marathon
1868,Roberto LADEIRAS,1992,POR,https://media.aws.iaaf.org/Flags/POR.gif,899,Marathon [Half Marathon]
1869,James MAREGU,22 JUL 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,899,Marathon
1870,Ludovic ROUSSEAU,10 MAR 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,899,Marathon [Half Marathon]
1871,Connor RECK,19 MAY 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,899,Marathon [Half Marathon]
1872,Mustapha LHAMZI,1971,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,899,Marathon
1872,David DALMAU,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,899,Marathon [Half Marathon]
1874,Ligang ZHANG,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,899,Marathon
1875,Guillaume DUPIRE,04 MAR 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,899,Marathon [Half Marathon]
1876,Shuangxi ZHOU,02 OCT 1982,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,899,Marathon
1877,Stephen PADDOCK,06 OCT 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,898,Marathon
1878,Ruben SANÇA,13 DEC 1986,CPV,https://media.aws.iaaf.org/Flags/CPV.gif,898,Marathon [Half Marathon]
1879,Chris BENDTSEN,29 FEB 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,898,Marathon
1880,Timothy THORNBURG,,USA,https://media.aws.iaaf.org/Flags/USA.gif,898,Marathon
1881,Muga HAMAZAKI,03 OCT 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,898,Marathon
1882,Leonardo ALVES,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,898,Marathon
1883,Manuel HERRAINZ,1979,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,898,Marathon [Half Marathon]
1883,Thibault DE RIJDT,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,898,Marathon
1885,Ivan MARTINEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,898,Marathon [Half Marathon]
1886,Martin MISTELBAUER,1982,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,898,Marathon [Half Marathon]
1887,Tim HEWITT,15 DEC 1986,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,898,Marathon
1888,Aurimas RIMKUS,12 JAN 1988,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,898,Marathon
1889,Selim SEVEN,20 MAY 1999,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,898,Marathon
1890,Morgan ROBERTS,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,898,Marathon [Half Marathon]
1891,Rui TEIXEIRA,22 MAR 1982,POR,https://media.aws.iaaf.org/Flags/POR.gif,897,Marathon [Half Marathon]
1892,Tariku HUNDE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,897,Marathon
1893,Jonas NIELSEN,23 FEB 1992,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,897,Marathon [Half Marathon]
1894,Fernando ESPERANZA,12 FEB 1987,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,897,Marathon [Half Marathon]
1895,Pierre Antoine RUEL,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,897,Marathon
1896,Spencer FRISKE,,USA,https://media.aws.iaaf.org/Flags/USA.gif,897,Marathon [Half Marathon]
1897,Jacob BROCKMANN,,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,897,Marathon [Half Marathon]
1898,Markus RANNANKARI,22 AUG 1987,FIN,https://media.aws.iaaf.org/Flags/FIN.gif,897,Marathon
1899,Yusuf ÖNAL,13 JUN 1999,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,897,Marathon [Half Marathon]
1900,Colin GRIFFIN,03 AUG 1982,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,897,Marathon
1901,Barnabas KIPLIMO,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,897,Marathon [Half Marathon]
1902,Jonathan DURAND,1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,896,Marathon [Half Marathon]
1903,Paul PIPER,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,896,Marathon [Half Marathon]
1904,Takuya OKAMOTO,03 JAN 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,896,Marathon [Half Marathon]
1905,Aziz BOUTOIL,14 OCT 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,896,Marathon [Half Marathon]
1906,Fabian Salvatore SPOSATO,1996,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,896,Marathon
1907,Alex TURNER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,896,Marathon
1908,Ben MCINTOSH,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,896,Marathon
1909,Simon EECKHOUT,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,896,Marathon [Half Marathon]
1910,Dion FINOCCHIARO,30 AUG 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,896,Marathon
1911,Michael MCMAHON,1980,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,896,Marathon
1912,Hongliang LIU,02 APR 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,896,Marathon [Half Marathon]
1913,Deresa FIKADU,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,896,Marathon [Half Marathon]
1914,Fabian KUKLINSKI,1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,896,Marathon [Half Marathon]
1915,Sho MIURA,22 JUL 1984,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,896,Marathon
1916,Pierre-Yves FACOMPREZ,1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,896,Marathon
1917,Masanori KAMIYA,17 JAN 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,896,Marathon
1918,Jackson RURI,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,895,Marathon
1919,Samuel PALOMERA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,895,Marathon [Half Marathon]
1920,Furuya YOSHIHIRO,20 OCT 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,895,Marathon
1921,Stuart RUSSELL,12 OCT 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,895,Marathon [Half Marathon]
1922,David GAKURU,1997,RWA,https://media.aws.iaaf.org/Flags/RWA.gif,895,Marathon
1923,Lothar WYRWOLL,14 OCT 1992,GER,https://media.aws.iaaf.org/Flags/GER.gif,895,Marathon
1924,Aaron GILLIAM,27 DEC 1999,USA,https://media.aws.iaaf.org/Flags/USA.gif,894,Marathon [Half Marathon]
1925,Jokin MUÑOZ,25 SEP 1988,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,894,Marathon [Half Marathon]
1926,Matthew KRUGER,01 MAY 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,894,Marathon
1927,Scott MINDEL,1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,894,Marathon
1928,Michael LOZANO,15 FEB 1981,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,893,Marathon [Half Marathon]
1929,Shota NIINO,06 NOV 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,893,Marathon [Half Marathon]
1930,Markus Løkke GRANAAS,07 MAR 1998,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,893,Marathon [Half Marathon]
1931,Cicero EVANDRO,17 NOV 1997,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,893,Marathon
1932,Karel SPLÍTEK,1989,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,893,Marathon
1933,Silviu STOICA,13 AUG 1988,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,893,Marathon
1934,Vincent TURMO,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,893,Marathon
1935,Matt WILLIAMS,02 MAR 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,893,Marathon [Half Marathon]
1935,Brian CONROY,22 OCT 1990,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,893,Marathon
1937,Steven BAYTON,06 AUG 1991,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,892,Marathon [Half Marathon]
1938,Aleksey NAUMENKO,27 JUN 1994,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,892,Marathon [Half Marathon]
1939,Jens ZIGANKE,18 JAN 1988,GER,https://media.aws.iaaf.org/Flags/GER.gif,892,Marathon [Half Marathon]
1940,Pardon NDHLOVU,23 AUG 1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,892,Marathon
1941,Jef TORBEYNS,15 MAY 1995,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,892,Marathon [Half Marathon]
1942,Edgardo CONFESSA,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,892,Marathon
1943,Thibaut VANDEN DORPE,1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,892,Marathon
1944,Marco FASEL,1993,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,892,Marathon
1945,Nicola CHRISTIAENS,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,892,Marathon [Half Marathon]
1946,Daiki NAKAYAMA,29 JUL 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,891,Marathon [Half Marathon]
1947,Matt DYNAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,891,Marathon
1948,David KIPKEOCH KIPSANG,01 OCT 1983,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,891,Marathon
1949,Masaki KUSUMOTO,29 JUN 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,891,Marathon
1950,Jack BROMLEY,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,891,Marathon [Half Marathon]
1951,Givaldo ARAUJO,01 SEP 1992,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,891,Marathon [Half Marathon]
1952,Maciek MIERECZKO,1979,GER,https://media.aws.iaaf.org/Flags/GER.gif,891,Marathon
1953,Ad SLUIJTER,,NED,https://media.aws.iaaf.org/Flags/NED.gif,891,Marathon
1954,Koki OZAWA,,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,891,Marathon [Half Marathon]
1955,Kaiwen WANG,08 NOV 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,890,Marathon
1956,Mikel ECHAMENDI,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,890,Marathon [Half Marathon]
1957,Daisuke SAKAMOTO,27 JUL 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,890,Marathon
1958,Ignacio OLIVA,27 MAR 1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,890,Marathon [Half Marathon]
1959,Jong-won KWAK,20 FEB 1999,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,890,Marathon
1960,Geofrey KIPKOECH,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,890,Marathon
1961,Daniel BARALDÉS,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,890,Marathon
1962,Ignacio SANCHEZ GARCIA,08 JUN 1983,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,890,Marathon
1963,William WEYNAND,24 MAR 1992,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,890,Marathon [Half Marathon]
1964,Tsegaye KERESS,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,890,Marathon [Half Marathon]
1965,Remi RICHART,1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,890,Marathon [Half Marathon]
1966,Pascal BERSET,1985,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,889,Marathon [Half Marathon]
1967,Zhao HAO,12 OCT 1992,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,889,Marathon [Half Marathon]
1968,Sebastian NITSCHE,1983,GER,https://media.aws.iaaf.org/Flags/GER.gif,889,Marathon
1969,Simon D'HOORE,20 SEP 1994,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,889,Marathon
1970,Kasper Laumann HARTLEV,10 NOV 1991,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,889,Marathon
1971,Masashi SASAKI,30 SEP 1977,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,889,Marathon
1972,Zhan TOSEV,27 JUL 1991,MKD,https://media.aws.iaaf.org/Flags/MKD.gif,889,Marathon
1973,Samuel HULDI,03 JUL 2000,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,888,Marathon [Half Marathon]
1974,Renaud VINCENT,15 APR 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,888,Marathon
1975,Curtis WEISENBERGER,21 SEP 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,888,Marathon
1976,William HUFFMAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,888,Marathon
1977,Fabian TEN KATE,28 JUL 1992,NED,https://media.aws.iaaf.org/Flags/NED.gif,888,Marathon [Half Marathon]
1978,Paweł MACHOWSKI,24 MAY 1992,POL,https://media.aws.iaaf.org/Flags/POL.gif,888,Marathon
1979,Mickael JAUNET,21 MAR 1984,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,888,Marathon
1980,Antoine EXMELIN,15 MAY 1984,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,888,Marathon
1981,Ruairi MOYNIHAN,30 SEP 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,887,Marathon
1982,Matt LENEHAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,887,Marathon
1982,Sarvesh KUMAR,,IND,https://media.aws.iaaf.org/Flags/IND.gif,887,Marathon
1984,Hannes RUNGGER,1982,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,887,Marathon
1985,Kazuma OHATA,22 MAR 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,887,Marathon [Half Marathon]
1986,Adrian POTTER,09 MAR 1995,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,886,Marathon [Half Marathon]
1987,Wenlong YANG,18 MAR 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,886,Marathon [Half Marathon]
1988,Ugur ALTAN,1994,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,886,Marathon [Half Marathon]
1989,Andemariam HESHLU,20 APR 1997,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,886,Marathon [Half Marathon]
1990,Azat DEMİRTAŞ,01 APR 2002,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,886,Marathon [Half Marathon]
1991,Dawid GARSKI,04 AUG 1995,POL,https://media.aws.iaaf.org/Flags/POL.gif,886,Marathon
1992,Bartek FALKOWSKI,19 DEC 1989,POL,https://media.aws.iaaf.org/Flags/POL.gif,886,Marathon [Half Marathon]
1993,Sven KILANDER,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,886,Marathon
1994,Naoto SHIROMOTO,09 MAY 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,886,Marathon
1995,Tom SEDERQUIST,,USA,https://media.aws.iaaf.org/Flags/USA.gif,886,Marathon [Half Marathon]
1996,Yoshida SHIGEKI,12 JAN 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,886,Marathon
1997,Satoshi EMOTO,18 MAR 1972,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,886,Marathon [Half Marathon]
1997,Sergio STROLLO,24 APR 1988,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,886,Marathon [Half Marathon]
1999,Steve LAWRENCE,20 JAN 1978,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,886,Marathon
2000,Kevin QUINN,24 JUL 1979,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,886,Marathon
2001,Antoine DY,1987,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,886,Marathon
2002,Fumiaki SHIMIZU,27 FEB 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,886,Marathon [Half Marathon]
2003,Kurt FRYER,06 MAR 1998,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,886,Marathon [Half Marathon]
2004,Ligang ZHANG,14 JUL 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,886,Marathon [Half Marathon]
2005,Allen SUMRALL,10 JAN 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,885,Marathon [Half Marathon]
2006,Michael MARANTELLI,01 SEP 1987,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,885,Marathon [Half Marathon]
2007,Sébastien BAZEILLE,10 JUL 1981,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,885,Marathon
2008,Naoto AKIBA,10 FEB 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,885,Marathon [Half Marathon]
2009,Anibal LLAMAZARES,26 JAN 1982,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,885,Marathon [Half Marathon]
2010,Alexis GAROD,26 FEB 1994,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,885,Marathon
2011,Olivier GRAUWIN,1985,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,885,Marathon [Half Marathon]
2012,Georgios KALAPODIS,19 SEP 1990,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,885,Marathon
2013,Francisco Vicente MACIA,31 JAN 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,885,Marathon [Half Marathon]
2013,Hatem NASRALLAH,,TUN,https://media.aws.iaaf.org/Flags/TUN.gif,885,Marathon [Half Marathon]
2015,Octavio SANCHIS,22 FEB 1982,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,885,Marathon [Half Marathon]
2016,Luke BABIC,22 NOV 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,885,Marathon
2017,John KINSELLA,08 FEB 1980,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,885,Marathon [Half Marathon]
2018,Taras IVANIUTA,1993,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,885,Marathon
2019,Toshiaki KOBAYASHI,03 OCT 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,885,Marathon
2020,Edwin VAN DE MERBEL,,NED,https://media.aws.iaaf.org/Flags/NED.gif,885,Marathon
2021,Takayuki NAGAE,31 MAY 1972,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,885,Marathon
2022,Ben SAVILL,03 JUN 1994,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,885,Marathon [Half Marathon]
2023,Clement LHOTELLERIE,1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,884,Marathon [Half Marathon]
2024,Julian SPENCE,07 MAR 1986,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,884,Marathon [Half Marathon]
2025,Markus PLONER,07 NOV 1980,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,884,Marathon
2026,Edgar MATIAS,,POR,https://media.aws.iaaf.org/Flags/POR.gif,884,Marathon
2027,Gerard CONNELLY,06 AUG 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,884,Marathon [Half Marathon]
2028,Davide PEREGO,1991,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,884,Marathon [Half Marathon]
2029,Wei LI,22 JUN 1989,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,884,Marathon
2030,Xuezhe LIU,25 SEP 1992,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,884,Marathon
2031,Tsuyoshi DENNO,02 NOV 1981,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,884,Marathon
2032,Hugo FRY,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,883,Marathon [Half Marathon]
2033,Ryohei NOGE,15 JUL 2001,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon [Half Marathon]
2034,Ryutaro YOSHII,27 JUL 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon [Half Marathon]
2035,Kai ZHU,04 NOV 1986,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,883,Marathon
2036,Nikolai HARRIS,,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,883,Marathon
2037,Yusuke ASHIDA,26 OCT 2002,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon [Half Marathon]
2037,Fuguo LIU,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,883,Marathon
2039,Kai WIGGINS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,883,Marathon
2040,Kaoru HIGASHIDA,02 JUN 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon
2040,Kohei KASHIMA,13 AUG 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon
2042,Takeru ISHIHARA,20 NOV 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,883,Marathon
2043,Chip OHARA,31 JAN 1981,USA,https://media.aws.iaaf.org/Flags/USA.gif,883,Marathon
2044,Andrej HLADNIK,21 JUN 1989,CRO,https://media.aws.iaaf.org/Flags/CRO.gif,883,Marathon
2045,Augustin CABLANT,2001,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,882,Marathon [Half Marathon]
2046,Gansukh BAT-ERDENE,,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,882,Marathon
2046,Thomas LERDALL,28 JUN 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,882,Marathon
2048,Hermano FERREIRA,16 NOV 1982,POR,https://media.aws.iaaf.org/Flags/POR.gif,882,Marathon [Half Marathon]
2049,Adrian BRIZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,882,Marathon [Half Marathon]
2050,Antonio DA SILVA,1987,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,882,Marathon
2050,Michael YOUNG,02 MAY 1987,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,882,Marathon
2052,Stefan VAN DEN BROEK,16 SEP 1972,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,882,Marathon [Half Marathon]
2053,Josh BADEN,10 AUG 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,882,Marathon
2054,Eoin TAGGART,18 JUN 1985,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,882,Marathon
2055,Melvyn BRACON,1996,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,882,Marathon
2056,Andrey MINYAKOV,28 DEC 1983,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,882,Marathon [Half Marathon]
2057,Vinicio VILLA,1996,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,882,Marathon
2058,Omar MARTINEZ,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,882,Marathon
2059,Kiriakos BEIS,05 OCT 1982,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,882,Marathon
2060,Frode STENBERG,19 JUN 1986,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,882,Marathon
2061,Evan ELDER,22 SEP 1992,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,881,Marathon
2062,Olaf VAN DEN BERGH,07 MAR 1994,NED,https://media.aws.iaaf.org/Flags/NED.gif,881,Marathon
2063,Mateusz BARAN,14 JUN 1993,POL,https://media.aws.iaaf.org/Flags/POL.gif,881,Marathon [Half Marathon]
2064,Luc SCHELLER,29 DEC 1984,LUX,https://media.aws.iaaf.org/Flags/LUX.gif,881,Marathon [Half Marathon]
2065,Mangeh MBACHA,30 DEC 1983,CMR,https://media.aws.iaaf.org/Flags/CMR.gif,881,Marathon
2066,Honoré GILLES,1992,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,881,Marathon
2067,Martin Esteban ÑANCUCHEO,19 JUL 1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,881,Marathon [Half Marathon]
2068,Kegang LIN,,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,881,Marathon
2069,Jan HOCHSTRASSER,23 OCT 1988,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,881,Marathon [Half Marathon]
