Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
1545,Milan JANOUŠEK,23 JAN 1991,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,937,Marathon,/athletes/czechia/milan-janousek-14602198
1546,Rafael ALMEIDA,,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,937,Marathon,/athletes/brazil/rafael-almeida-14918949
1547,Wonbeen PARK,02 MAY 2001,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,936,Marathon [Half Marathon],/athletes/korea/wonbeen-park-14910430
1548,Josep DÍAZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,936,Marathon,/athletes/spain/josep-diaz-14999990
1549,Zachary HOOVER,17 NOV 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,936,Marathon,/athletes/united-states/zachary-hoover-14829449
1550,Hui TAO,28 FEB 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,936,Marathon [Half Marathon],/athletes/pr-of-china/hui-tao-15084904
1551,Yiu Leung CHEUNG,,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,936,Marathon,/athletes/hong-kong-china/yiu-leung-cheung-014881345
1552,John LIDDELL,19 SEP 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,936,Marathon,/athletes/united-states/john-liddell-15013998
1553,Nguyen Thanh HOANG,17 JUN 1995,VIE,https://media.aws.iaaf.org/Flags/VIE.gif,935,Marathon,/athletes/vietnam/nguyen-thanh-hoang-014675961
1554,Scott LANKFORD,12 AUG 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,935,Marathon,/athletes/united-states/scott-lankford-14817144
1555,Adrian BEDNAREK,1990,POL,https://media.aws.iaaf.org/Flags/POL.gif,935,Marathon,/athletes/poland/adrian-bednarek-014891506
1556,Kidane KELETA,1992,NED,https://media.aws.iaaf.org/Flags/NED.gif,935,Marathon,/athletes/netherlands/kidane-keleta-15002824
1557,Jonghyun KIM,12 OCT 1999,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,935,Marathon,/athletes/korea/jonghyun-kim-014977022
1558,Matt SMITH,27 JUL 1996,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,935,Marathon [Half Marathon],/athletes/australia/matt-smith-014921738
1559,Theo MOUSSU,17 MAR 1999,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,935,Marathon [Half Marathon],/athletes/france/theo-moussu-14897812
1560,Julius MURIUKI,03 JUL 1985,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,935,Marathon [Half Marathon],/athletes/kenya/julius-muriuki-014209227
1561,Kaito IWASA,20 SEP 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,935,Marathon,/athletes/japan/kaito-iwasa-014778933
1562,Kane COLLINS,,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,935,Marathon,/athletes/ireland/kane-collins-15023149
1563,Chieh-Wen CHIANG,05 FEB 1982,TPE,https://media.aws.iaaf.org/Flags/TPE.gif,934,Marathon,/athletes/chinese-taipei/chieh-wen-chiang-014228740
1564,Fraser DARCY,26 OCT 1994,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,934,Marathon [Half Marathon],/athletes/australia/fraser-darcy-15053176
1565,Fikre WONDIYE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,934,Marathon,/athletes/great-britain-ni/fikre-wondiye-014797756
1566,Ricardo PASTÓ,24 JAN 1987,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,934,Marathon [Half Marathon],/athletes/spain/ricardo-pasto-014572669
1567,Yuriy MARTYNENKO,16 DEC 1995,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,934,Marathon,/athletes/russia/yuriy-martynenko-014875316
1568,Chunhui LI,09 AUG 1992,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,934,Marathon [Half Marathon],/athletes/pr-of-china/chunhui-li-014482087
1569,Christian CASTRO RAMIREZ,1986,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,934,Marathon,/athletes/mexico/christian-castro-ramirez-14924237
1570,Benjamin STEVENS,04 OCT 2002,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,934,Marathon [Half Marathon],/athletes/australia/benjamin-stevens-15050180
1571,Meng-Tsung CHU,02 JUL 1982,TPE,https://media.aws.iaaf.org/Flags/TPE.gif,933,Marathon,/athletes/chinese-taipei/meng-tsung-chu-014749314
1572,Michel NOUGUIER,,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,933,Marathon,/athletes/france/michel-nouguier-15082800
1573,Gamaniel HUAMAN,,PER,https://media.aws.iaaf.org/Flags/PER.gif,933,Marathon [Half Marathon],/athletes/peru/gamaniel-huaman-014844814
1574,Emmanuel KIPSANG,13 JUN 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,933,Marathon [Half Marathon],/athletes/kenya/emmanuel-kipsang-014563564
1575,Ben COLE,18 JUN 1985,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,933,Marathon [Half Marathon],/athletes/great-britain-ni/ben-cole-014526385
1576,Jan KAUMANNS,22 SEP 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,933,Marathon [Half Marathon],/athletes/germany/jan-kaumanns-14975031
1577,Xinwang LI,30 OCT 1994,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,933,Marathon,/athletes/pr-of-china/xinwang-li-14964974
1578,Gijs HUBRECHTS,30 NOV 1993,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,933,Marathon [Half Marathon],/athletes/belgium/gijs-hubrechts-15043275
1579,Kazuya SHIMOMURA,1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,933,Marathon,/athletes/japan/kazuya-shimomura-14863031
1580,Stephen NDEGE,14 NOV 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,932,Marathon,/athletes/kenya/stephen-ndege-014464597
1581,Nobuki NAKAYAMA,15 NOV 2001,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,932,Marathon [Half Marathon],/athletes/japan/nobuki-nakayama-014963189
1582,Simon RICCI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,932,Marathon,/athletes/united-states/simon-ricci-014838182
1583,Dawit BELACHEW,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,932,Marathon,/athletes/ethiopia/dawit-belachew-14923880
1584,Gerry FORDE,18 OCT 1991,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,932,Marathon [Half Marathon],/athletes/ireland/gerry-forde-14959591
1585,Israel OROPEZA,20 OCT 1991,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,932,Marathon [Half Marathon],/athletes/mexico/israel-oropeza-14687997
1586,Romauld BRUN,28 APR 1982,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,932,Marathon,/athletes/france/romauld-brun-014183602
1587,Remigijus KANČYS,17 JUL 1987,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,931,Marathon [Half Marathon],/athletes/lithuania/remigijus-kancys-014386757
1588,Henry WILLIAMS,23 DEC 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,931,Marathon,/athletes/united-states/henry-williams-014877923
1589,Fábio OLIVEIRA,30 DEC 1990,POR,https://media.aws.iaaf.org/Flags/POR.gif,931,Marathon [Half Marathon],/athletes/portugal/fabio-oliveira-14907615
1590,Taishu ENOMOTO,21 JUL 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,931,Marathon,/athletes/japan/taishu-enomoto-14733382
1591,Lucas BÁEZ,15 DEC 1988,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,931,Marathon,/athletes/argentina/lucas-baez-014861594
1592,Saeki MAKINO,12 OCT 1987,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,931,Marathon [Half Marathon],/athletes/japan/saeki-makino-14479550
1593,Joshua GRIFFITHS,03 NOV 1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,931,Marathon [Half Marathon],/athletes/great-britain-ni/joshua-griffiths-14481607
1594,Ryoken FUJI,24 AUG 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,931,Marathon [Half Marathon],/athletes/japan/ryoken-fuji-014856449
1595,Toru OKANO,02 SEP 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,931,Marathon,/athletes/japan/toru-okano-014862345
1596,Aleksandr ROGOTEN,22 SEP 1969,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,931,Marathon,/athletes/russia/aleksandr-rogoten-14860504
1597,Nick DAWSON,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,930,Marathon [Half Marathon],/athletes/great-britain-ni/nick-dawson-14996991
1598,Diego BAUTISTA,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,930,Marathon [Half Marathon],/athletes/mexico/diego-bautista-014633492
1599,Jean-christophe PLAY,01 JUN 1982,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,930,Marathon,/athletes/france/jean-christophe-play-014840012
1600,Amauri RODRIGUEZ,26 NOV 1997,DOM,https://media.aws.iaaf.org/Flags/DOM.gif,930,Marathon [Half Marathon],/athletes/dominican-republic/amauri-rodriguez-14919175
1601,Jorge SOTO,26 JUL 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,930,Marathon [Half Marathon],/athletes/spain/jorge-soto-014773973
1602,Francesco NARDONE,07 SEP 1994,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,930,Marathon [Half Marathon],/athletes/italy/francesco-nardone-014642639
1603,Wang SHENG,16 AUG 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,930,Marathon [Half Marathon],/athletes/pr-of-china/wang-sheng-15113772
1604,Matthew DEWALD,03 OCT 1982,USA,https://media.aws.iaaf.org/Flags/USA.gif,930,Marathon,/athletes/united-states/matthew-dewald-014236384
1605,Qi TAN,28 NOV 1986,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,930,Marathon,/athletes/pr-of-china/qi-tan-15054248
1606,Nic IHLOW,25 JUN 1995,GER,https://media.aws.iaaf.org/Flags/GER.gif,930,Marathon,/athletes/germany/nic-ihlow-014527997
1607,Lucas LIARD,26 SEP 1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,930,Marathon [Half Marathon],/athletes/france/lucas-liard-014844584
1608,Samuel NULENS,,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,930,Marathon,/athletes/belgium/samuel-nulens-15048576
1609,Filip VERCRUYSSE,03 AUG 1983,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,929,Marathon [Half Marathon],/athletes/belgium/filip-vercruysse-014693704
1610,Andrew HEYES,22 JUN 1990,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,929,Marathon [Half Marathon],/athletes/great-britain-ni/andrew-heyes-14335851
1611,Ward VAN DER KELEN,24 APR 1994,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,929,Marathon,/athletes/belgium/ward-van-der-kelen-014572994
1612,Douglas SELMAN,12 JUL 1988,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,929,Marathon [Half Marathon],/athletes/great-britain-ni/douglas-selman-014335835
1613,Corbin HARRIS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,929,Marathon [Half Marathon],/athletes/united-states/corbin-harris-014873672
1614,Stephen RATHBUN,31 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,929,Marathon,/athletes/united-states/stephen-rathbun-14800813
1615,Florian BOCHERT,2000,GER,https://media.aws.iaaf.org/Flags/GER.gif,929,Marathon [Half Marathon],/athletes/germany/florian-bochert-014828587
1616,Geert Jan WASSINK,31 AUG 1982,NED,https://media.aws.iaaf.org/Flags/NED.gif,929,Marathon [Half Marathon],/athletes/netherlands/geert-jan-wassink-014214742
1617,Blake WHALEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,929,Marathon,/athletes/united-states/blake-whalen-014628484
1618,Melquisedeque MESSIAS,17 JUN 1995,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,929,Marathon,/athletes/brazil/melquisedeque-messias-15014146
1619,Michael CHALUPSKY,1983,GER,https://media.aws.iaaf.org/Flags/GER.gif,929,Marathon,/athletes/germany/michael-chalupsky-14860443
1620,Benjamin FRANKE,06 NOV 1989,GER,https://media.aws.iaaf.org/Flags/GER.gif,929,Marathon,/athletes/germany/benjamin-franke-14895407
1621,Renars ROZE,13 MAY 1986,LAT,https://media.aws.iaaf.org/Flags/LAT.gif,929,Marathon,/athletes/latvia/renars-roze-014446526
1622,Borja AÑON,29 AUG 1989,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,929,Marathon [Half Marathon],/athletes/spain/borja-anon-14376759
1623,Yator KIPROTICH,1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,928,Marathon,/athletes/kenya/yator-kiprotich-14208434
1624,Mathias BRÄUNER,27 AUG 1987,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,928,Marathon,/athletes/denmark/mathias-brauner-15019622
1625,Min-seok OH,25 JUN 2004,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,928,Marathon [Half Marathon],/athletes/korea/min-seok-oh-15050624
1626,Gabriel BRIAND,17 MAR 1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,928,Marathon [Half Marathon],/athletes/france/gabriel-briand-014647368
1627,Vinnie VAN PUYVELDE,30 MAR 1994,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,928,Marathon,/athletes/belgium/vinnie-van-puyvelde-014482715
1628,Kieran CLEMENTS,20 NOV 1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,928,Marathon [Half Marathon],/athletes/great-britain-ni/kieran-clements-014422223
1629,Daniel HART,26 MAY 1990,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,928,Marathon [Half Marathon],/athletes/australia/daniel-hart-14935885
1630,Niels TE PAS,01 JAN 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,928,Marathon [Half Marathon],/athletes/netherlands/niels-te-pas-014892461
1631,Marc-Antoine SENNEVILLE,1995,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,927,Marathon [Half Marathon],/athletes/canada/marc-antoine-senneville-014918004
1632,Ruslan KHOROSHILOV,03 NOV 1991,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,927,Marathon [Half Marathon],/athletes/russia/ruslan-khoroshilov-014442500
1633,Roman FOSTI,06 JUN 1983,EST,https://media.aws.iaaf.org/Flags/EST.gif,927,Marathon,/athletes/estonia/roman-fosti-014164634
1634,Jack NIXON,14 APR 1994,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,927,Marathon [Half Marathon],/athletes/great-britain-ni/jack-nixon-14473937
1635,David CISEWSKI,26 JUN 1981,USA,https://media.aws.iaaf.org/Flags/USA.gif,927,Marathon,/athletes/united-states/david-cisewski-14234782
1636,Taiga NISHIHARA,26 JAN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,927,Marathon,/athletes/japan/taiga-nishihara-15112291
1637,Thierry ROMMEL,1987,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,927,Marathon,/athletes/france/thierry-rommel-15126272
1638,Moritz KEINATH,10 OCT 1990,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,927,Marathon,/athletes/switzerland/moritz-keinath-15002373
1639,Dongxing LI,07 JUN 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,927,Marathon,/athletes/pr-of-china/dongxing-li-14822143
1640,Adrien JAMET,12 SEP 1997,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,927,Marathon [Half Marathon],/athletes/france/adrien-jamet-014902266
1641,Samuel FAZIOLI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,927,Marathon,/athletes/united-states/samuel-fazioli-014767328
1642,Isak HELLSTRÖM,30 JUL 1991,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,927,Marathon [Half Marathon],/athletes/sweden/isak-hellstrom-014853839
1643,Jean Baptiste SIMUKEKA,08 FEB 1980,RWA,https://media.aws.iaaf.org/Flags/RWA.gif,927,Marathon,/athletes/rwanda/jean-baptiste-simukeka-014224752
1644,Moses TARAKINYU,30 MAR 1995,ZIM,https://media.aws.iaaf.org/Flags/ZIM.gif,926,Marathon [Half Marathon],/athletes/zimbabwe/moses-tarakinyu-014678099
1645,Jarrod OTTMAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,926,Marathon [25 km Road],/athletes/united-states/jarrod-ottman-014833732
1646,Alan NIESTROJ,25 SEP 1992,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,926,Marathon [Half Marathon],/athletes/argentina/alan-niestroj-14583878
1647,Jonathan COLLIER,22 AUG 1995,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,926,Marathon [Half Marathon],/athletes/great-britain-ni/jonathan-collier-014650835
1648,Aleksandrs RAŠČEVSKIS,17 JUL 1992,LAT,https://media.aws.iaaf.org/Flags/LAT.gif,926,Marathon,/athletes/latvia/aleksandrs-rascevskis-15091298
1649,Alexandre HENNION,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,926,Marathon [Half Marathon],/athletes/france/alexandre-hennion-15002348
1650,Emiel BERGHOUT,,NED,https://media.aws.iaaf.org/Flags/NED.gif,926,Marathon,/athletes/netherlands/emiel-berghout-15024543
1651,Dylan BELLES,16 MAY 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,926,Marathon [Half Marathon],/athletes/united-states/dylan-belles-014573971
1652,Mauro Ezequiel ROZZA,02 MAR 1987,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,926,Marathon [Half Marathon],/athletes/argentina/mauro-ezequiel-rozza-014918578
1653,Shinya SAITO,17 SEP 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,925,Marathon,/athletes/japan/shinya-saito-014586297
1654,Connor MORA,06 NOV 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,925,Marathon,/athletes/united-states/connor-mora-014533672
1654,Connor ROCKET,,USA,https://media.aws.iaaf.org/Flags/USA.gif,925,Marathon,/athletes/united-states/connor-rocket-014742019
1656,Gary O'HANLON,31 JUL 1974,IRL,https://media.aws.iaaf.org/Flags/IRL.gif,925,Marathon,/athletes/ireland/gary-ohanlon-014199056
1657,Andrea ASTOLFI,07 AUG 1994,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,924,Marathon,/athletes/italy/andrea-astolfi-014818076
1658,Jixiang REN,02 FEB 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,924,Marathon [Half Marathon],/athletes/pr-of-china/jixiang-ren-014959513
1659,Hector Ramon SILGUERO,04 JUN 1991,PAR,https://media.aws.iaaf.org/Flags/PAR.gif,924,Marathon,/athletes/paraguay/hector-ramon-silguero-14916175
1660,Joseba DIAZ,09 MAR 1995,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,924,Marathon [Half Marathon],/athletes/spain/joseba-diaz-014772806
1661,Jordi MUELA,1987,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,924,Marathon,/athletes/spain/jordi-muela-15008582
1662,Niels BALJET,31 MAY 1991,NED,https://media.aws.iaaf.org/Flags/NED.gif,924,Marathon,/athletes/netherlands/niels-baljet-14838771
1663,Romain CARETTE,11 JAN 1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,923,Marathon,/athletes/france/romain-carette-014592065
1664,Simon MÜLLER,04 JUL 1996,GER,https://media.aws.iaaf.org/Flags/GER.gif,923,Marathon [Half Marathon],/athletes/germany/simon-muller-14964201
1665,Antonio ROCA,19 JUL 1996,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,923,Marathon,/athletes/denmark/antonio-roca-15092808
1666,Cesar Andres LIZANO,07 MAR 1982,CRC,https://media.aws.iaaf.org/Flags/CRC.gif,923,Marathon,/athletes/costa-rica/cesar-andres-lizano-14169927
1667,Tianlong XIONG,27 FEB 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,922,Marathon [Half Marathon],/athletes/pr-of-china/tianlong-xiong-014981408
1668,Victor Hugo AGUILAR,05 SEP 1990,BOL,https://media.aws.iaaf.org/Flags/BOL.gif,922,Marathon [Half Marathon],/athletes/bolivia/victor-hugo-aguilar-014720834
1669,Felix PONT,16 NOV 1982,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,922,Marathon,/athletes/spain/felix-pont-14404869
1670,Jin-pyo HONG,17 NOV 2001,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,922,Marathon,/athletes/korea/jin-pyo-hong-014901441
1671,Viktor BRÄNNMARK,1992,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,922,Marathon,/athletes/sweden/viktor-brannmark-15046957
1672,Christian HILLER,1988,GER,https://media.aws.iaaf.org/Flags/GER.gif,922,Marathon,/athletes/germany/christian-hiller-014764112
1673,Giovanni VANINI,,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,922,Marathon,/athletes/italy/giovanni-vanini-014919550
1674,Colton GALE,06 FEB 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,921,Marathon,/athletes/united-states/colton-gale-14819874
1675,Ko FUKUOKA,14 APR 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,921,Marathon,/athletes/japan/ko-fukuoka-014780082
1676,Oscar CRISOSSTOMO,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,921,Marathon [Half Marathon],/athletes/mexico/oscar-crisosstomo-14484071
1677,Ryota KONAKA,16 JAN 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,921,Marathon,/athletes/japan/ryota-konaka-014675154
1678,Luc MATRAY,1999,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,921,Marathon [Half Marathon],/athletes/france/luc-matray-15072492
1679,Lukas TARASEVIČIUS,30 JUN 1994,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,921,Marathon [Half Marathon],/athletes/lithuania/lukas-tarasevicius-014778592
1680,Naoki NAKAMURA,26 JAN 1978,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,921,Marathon,/athletes/japan/naoki-nakamura-014204880
1681,Robert NECULA,1990,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,921,Marathon [Half Marathon],/athletes/romania/robert-necula-14860732
1682,Victor TELLO,24 SEP 1983,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,920,Marathon,/athletes/spain/victor-tello-014863047
1683,Lucas BAGALONI,14 DEC 1990,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,920,Marathon [Half Marathon],/athletes/argentina/lucas-bagaloni-014654008
1684,Kader SAYED,,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,920,Marathon,/athletes/eritrea/kader-sayed-15111747
1685,Everardo MORENO,,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,920,Marathon [Half Marathon],/athletes/mexico/everardo-moreno-014976263
1686,Ji-hoon SUNG,21 MAR 1991,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,920,Marathon,/athletes/korea/ji-hoon-sung-014383722
1687,Carles MONTLLOR,15 JAN 1987,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,920,Marathon,/athletes/spain/carles-montllor-014742814
1688,Adam SJOLUND,,USA,https://media.aws.iaaf.org/Flags/USA.gif,919,Marathon,/athletes/united-states/adam-sjolund-14933558
1689,Hyuma ABE,26 AUG 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,919,Marathon [Half Marathon],/athletes/japan/hyuma-abe-014900210
1690,Bartlomiej STAJNIAK,11 FEB 1991,POL,https://media.aws.iaaf.org/Flags/POL.gif,919,Marathon [Half Marathon],/athletes/poland/bartlomiej-stajniak-014602045
1691,Hicham EL HADDAD,1990,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,919,Marathon,/athletes/morocco/hicham-el-haddad-15115335
1692,Justin Mose MOGIRE,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,919,Marathon,/athletes/kenya/justin-mose-mogire-15108273
1692,Samuel MATHABATHA,02 AUG 1993,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,919,Marathon [Half Marathon],/athletes/south-africa/samuel-mathabatha-014601640
1694,Austin BOGINA,21 JUL 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,919,Marathon,/athletes/united-states/austin-bogina-14683394
1695,Marcos HORTELANO,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,919,Marathon,/athletes/spain/marcos-hortelano-014575253
1696,Robert COLLINS,17 OCT 1989,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,919,Marathon,/athletes/australia/robert-collins-14917563
1697,Tyler HAMILTON,,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,919,Marathon,/athletes/canada/tyler-hamilton-014891863
1697,Fabricio GOMES,02 JAN 1989,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,919,Marathon,/athletes/brazil/fabricio-gomes-014859573
1699,Nicolas DALMASSO,10 JUN 1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,918,Marathon [Half Marathon],/athletes/france/nicolas-dalmasso-014744430
1700,Mikel GARCÍA,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,918,Marathon [Half Marathon],/athletes/spain/mikel-garcia-15115254
1701,Isaac KEMEI,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,918,Marathon,/athletes/kenya/isaac-kemei-014885408
1702,Ricardo SINT NICOLAAS,1986,NED,https://media.aws.iaaf.org/Flags/NED.gif,918,Marathon [Half Marathon],/athletes/netherlands/ricardo-sint-nicolaas-014859838
1703,Gizachew NEGASA,18 APR 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,918,Marathon [Half Marathon],/athletes/ethiopia/gizachew-negasa-014760069
1704,Quinlan MOLL,06 MAR 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,918,Marathon,/athletes/united-states/quinlan-moll-14695198
1705,Josh LUNN,15 MAY 1992,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,918,Marathon [Half Marathon],/athletes/great-britain-ni/josh-lunn-014594366
1706,Zhen AN,19 SEP 1994,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,918,Marathon [Half Marathon],/athletes/pr-of-china/zhen-an-15087592
1707,Dylan GARRITANO,20 MAY 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,918,Marathon,/athletes/united-states/dylan-garritano-14909364
1708,Suping MA,20 MAR 1994,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,918,Marathon [Half Marathon],/athletes/pr-of-china/suping-ma-014839797
1709,Lachlan BRYANT,01 JUL 2002,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,918,Marathon,/athletes/australia/lachlan-bryant-14933828
1710,Kinde TIRUNEH,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,918,Marathon [Half Marathon],/athletes/ethiopia/kinde-tiruneh-014822319
1711,Daying YU,22 NOV 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,917,Marathon,/athletes/pr-of-china/daying-yu-15115716
1712,Juan Carlos CARERA CASAS,22 JAN 1988,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,917,Marathon [Half Marathon],/athletes/mexico/juan-carlos-carera-casas-014212829
1713,Jack ROSE,23 JUN 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,917,Marathon,/athletes/united-states/jack-rose-14804645
1714,Maekawa GENKI,25 MAR 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,917,Marathon,/athletes/japan/maekawa-genki-15003589
1715,Dario CASTRO,29 JUN 1989,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,917,Marathon [Half Marathon],/athletes/mexico/dario-castro-14578333
1716,Roman STOIANOV,22 APR 1999,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,916,Marathon [Half Marathon],/athletes/ukraine/roman-stoianov-14987531
